CPU	 1	 0.05
CPU	 3	 0.05
CPU	 5	 0.06665
CPU	 7	 0.05
CPU	 9	 0.066675
CPU	 11	 0.05
CPU	 13	 0.066675
CPU	 15	 0.05
CPU	 17	 0.05
CPU	 19	 0.05
CPU	 21	 0.033325
CPU	 23	 0.066675
CPU	 25	 0.06665
CPU	 27	 0.08335
CPU	 29	 0.06665
CPU	 31	 0.05
CPU	 33	 0.06665
CPU	 35	 0.066675
CPU	 37	 0.066675
CPU	 39	 0.06665
CPU	 41	 0.05
CPU	 43	 0.06665
CPU	 45	 0.05
CPU	 47	 0.06665
CPU	 49	 0.066675
CPU	 51	 0.08335
CPU	 53	 0.08335
CPU	 55	 0.066675
CPU	 57	 0.083325
CPU	 59	 0.06665
CPU	 61	 0.066675
CPU	 63	 0.066675
CPU	 65	 0.05
CPU	 67	 0.066675
CPU	 69	 0.066675
CPU	 71	 0.05
CPU	 73	 0.066675
CPU	 75	 0.066675
CPU	 77	 0.06665
CPU	 79	 0.066675
CPU	 81	 0.066675
CPU	 83	 0.06665
CPU	 85	 0.066675
CPU	 87	 0.05
CPU	 89	 0.05
CPU	 91	 0.066675
CPU	 93	 0.066675
CPU	 95	 0.06665
CPU	 97	 0.066675
CPU	 99	 0.066675
IO	 0	 75496.8
IO	 2	 75496.9
IO	 4	 75496.9
IO	 6	 75496.8
IO	 8	 75496.8
IO	 10	 75496.8
IO	 12	 75496.7
IO	 14	 75496.6
IO	 16	 75496.6
IO	 18	 75496.6
IO	 20	 75496.5
IO	 22	 75496.5
IO	 24	 75496.4
IO	 26	 75496.4
IO	 28	 75496.3
IO	 30	 75496.2
IO	 32	 75496.2
IO	 34	 75496.1
IO	 36	 75496
IO	 38	 75496
IO	 40	 75495.9
IO	 42	 75495.8
IO	 44	 75495.8
IO	 46	 75495.7
IO	 48	 75495.6
IO	 50	 75495.6
IO	 52	 75495.5
IO	 54	 75495.4
IO	 56	 75495.3
IO	 58	 75495.2
IO	 60	 75495.1
IO	 62	 75495
IO	 64	 75495
IO	 66	 75494.9
IO	 68	 75494.8
IO	 70	 75494.8
IO	 72	 75494.7
IO	 74	 75494.6
IO	 76	 75494.5
IO	 78	 75494.4
IO	 80	 75494.4
IO	 82	 75494.2
IO	 84	 75494.2
IO	 86	 75494.1
IO	 88	 75494
IO	 90	 75493.9
IO	 92	 75493.9
IO	 94	 75493.8
IO	 96	 75493.7
IO	 98	 75493.6
