CPU	 1	 0.06665
CPU	 3	 0.066675
CPU	 5	 0.083325
CPU	 7	 0.066675
CPU	 9	 0.066675
CPU	 11	 0.06665
CPU	 13	 0.05
CPU	 15	 0.066675
CPU	 17	 0.083325
CPU	 19	 0.083325
CPU	 21	 0.08335
CPU	 23	 0.083325
CPU	 25	 0.066675
CPU	 27	 0.06665
CPU	 29	 0.066675
CPU	 31	 0.033325
CPU	 33	 0.05
CPU	 39	 0.05
CPU	 41	 0.066675
CPU	 35	 0.05
CPU	 43	 0.05
CPU	 45	 0.05
CPU	 47	 0.06665
CPU	 37	 0.066675
CPU	 49	 0.05
IO	 0	 7995.32
IO	 2	 7995.32
IO	 38	 7994.05
IO	 4	 7995.27
IO	 40	 7994
IO	 6	 7995.22
IO	 8	 7995.17
IO	 10	 7995.1
IO	 12	 7995.03
IO	 42	 7993.95
IO	 14	 7994.98
IO	 16	 7994.93
IO	 44	 7993.9
IO	 46	 7993.83
IO	 48	 7993.77
IO	 18	 7994.85
IO	 20	 7994.77
IO	 22	 7994.68
IO	 24	 7994.62
IO	 26	 7994.55
IO	 28	 7994.48
IO	 30	 7994.43
IO	 32	 7994.37
IO	 34	 7994.3
IO	 36	 7994.23
